symbol,entry_time,exit_time,entry_price,sl,tp1,tp2,tp3,exit_type,pnl_r,score,duration_h
SOLUSDT,2026-04-15 03:00:00,2026-04-16 18:00:00,83.4,81.87175062,84.92824938,86.45649876,87.98474814,TP3,1.75,8.0,39
SOLUSDT,2026-05-04 14:00:00,2026-05-05 20:00:00,84.0,83.04887333,84.95112667,85.90225334,86.85338001,TP3,1.75,8.33,30
