symbol,entry_time,exit_time,entry_price,sl,tp1,tp2,tp3,exit_type,pnl_r,score,duration_h
BTCUSDT,2026-04-03 04:00:00,2026-04-06 09:00:00,66578.83,65560.17675164,67597.48324836,68616.13649672,69634.78974508,TP3,1.75,8.18,77
BTCUSDT,2026-04-27 09:00:00,2026-04-27 15:00:00,77808.1,76889.02497363,78727.17502637,79646.25005275,80565.32507912,SL,-1.0,8.01,6
BTCUSDT,2026-05-11 08:00:00,2026-05-13 13:00:00,80744.79,79672.63412371,81816.94587629,82889.10175258,83961.25762887,SL,0.0,8.21,53
